"画像","商品名","商品ハイライト","売れ筋ランキング: 90 日平均","売れ筋ランキング: 365 日平均","売れ筋ランキング: 90日間の下落 %","売れ筋ランキング: 過去30日間の減少","売れ筋ランキング: 過去90日間の減少","売れ筋ランキング: 過去180日間の減少","売れ筋ランキング: 過去365日間の減少","月間売上トレンド: 先月の購入","レビュー: 評価","レビュー: 評価件数","Buy Box: 30 日平均","Buy Box: 90 日平均","Buy Box: 90日間の下落 %","Buy Box: Buy Box セラー","Buy Box: FBAです","Amazon: 現在価格","Amazon: 90 日平均","Amazon: 365 日平均","Amazon: 90日間の下落 %","Amazon: 在庫","Amazon: 90日間在庫切れ","Amazon: 在庫切れカウント 30 日間","Amazon: 在庫切れカウント 90 日間","新品: 90 日平均","新品: 365 日平均","新品: 90日間の下落 %","新しい、第三者FBA: 90 日平均","新しい、第三者FBA: 365 日平均","新しい、第三者FBA: 90日間の下落 %","最安の FBA セラー","新品 第三者 FBM: 90 日平均","新品 第三者 FBM: 365 日平均","新品 第三者 FBM: 90日間の下落 %","最安の FBM セラー","参考価格: 90 日平均","参考価格: 365 日平均","参考価格: 90日間の下落 %","新品アイテム数: 90 日平均","新品アイテム数: 365 日平均","新品アイテム数: 90日間の下落 %","URL: Amazon","URL: Keepa","カテゴリ: ルート","カテゴリ: サブ","カテゴリ: ツリー","ASIN","商品コード: EAN","製造者","ブランド","単位の詳細: 単位の価値","アイテム数","発売日","パッケージ: 長さ (cm)","パッケージ: 幅 (cm)","パッケージ: 高さ (cm)","パッケージ: 重さ (g)","パッケージ: 数量","商品: 長さ (cm)","商品: 幅 (cm)","商品: 高さ (cm)","商品: 重さ (g)","Buy Box: 定期おトク便","ワンタイムクーポン: 定期おトク便 %","ビジネス割引: パーセンテージ","Buy Box: % Amazon 30 日","Buy Box: % Amazon 90 日","Buy Box: % Amazon 180 日","Buy Box: % Amazon 365 日","Buy Box: % トップセラー 30 日","Buy Box: % トップセラー 90 日","Buy Box: % トップセラー 180 日","Buy Box: % トップセラー 365 日","Buy Box: 勝者数 30 日","Buy Box: 勝者数 90 日","Buy Box: 勝者数 180 日","Buy Box: 勝者数 365 日","Buy Box: 標準偏差 30 日","Buy Box: 標準偏差 90 日","Buy Box: 標準偏差 365 日","Buy Box: 変動性 30 日","Buy Box: 変動性 90 日","Buy Box: 変動性 365 日"
"https://m.media-amazon.com/images/I/71nX6JsRuTL.jpg;https://m.media-amazon.com/images/I/71ipl5mPOtL.jpg;https://m.media-amazon.com/images/I/610rLeTz9VL.jpg;https://m.media-amazon.com/images/I/610-tVJUcBL.jpg;https://m.media-amazon.com/images/I/71bbxAYmppL.jpg","五木食品 2コ焼うどん ソース味 406g×6個(常温保存商品)(生タイプ即席麵)","","13067","14838","32 %","10","23","58","122","","4","404","1,566","1,559","-4 %","Amazon","yes","1,616","1,559","1,563","-4 %","","0 %","0","0","1,559","1,564","-4 %","","1,585","","-","","","","-","1,566","1,638","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B0B9WV5YN7?psc=1","https://keepa.com/#!product/5-B0B9WV5YN7","食品・飲料・お酒","うどん","食品・飲料・お酒 › 麺類・パスタ › うどん","B0B9WV5YN7","2208170000044","五木食品","五木食品","6","6","2022-09-01","28","20","11.7","2590","","","","","406","yes","","","100 %","100 %","100 %","91 %","100 %","100 %","100 %","91 %","1","1","1","1","33","30","67","4","4","13"
"https://m.media-amazon.com/images/I/71CTyWxHt9L.jpg;https://m.media-amazon.com/images/I/71b2-lYJNiL.jpg;https://m.media-amazon.com/images/I/619t7K9rosL.jpg;https://m.media-amazon.com/images/I/61TdSRNeNJL.jpg;https://m.media-amazon.com/images/I/51P4ERctOkL.jpg","五木食品 2コ焼そば 340g×6個(常温保存商品)(生タイプ即席麵)","","13096","14885","32 %","15","34","82","154","50","4","404","1,388","1,410","-20 %","Amazon","yes","1,691","1,410","1,427","-20 %","6","11 %","0","1","1,410","1,425","-20 %","","1,255","","-","","","","-","1,566","1,624","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B00L4RUJVS?psc=1","https://keepa.com/#!product/5-B00L4RUJVS","食品・飲料・お酒","焼きそば","食品・飲料・お酒 › 麺類・パスタ › 焼きそば","B00L4RUJVS","4901726012482","五木食品","五木食品","6","6","","29","20.1","10.8","2250","6","20","2.5","12","370","yes","","","100 %","90 %","95 %","84 %","100 %","90 %","95 %","84 %","1","1","1","1","161","156","182","57","71","73"
"https://m.media-amazon.com/images/I/71qGkXfdivL.jpg;https://m.media-amazon.com/images/I/71MGpNtJ0VL.jpg;https://m.media-amazon.com/images/I/616Bw1qJNTL.jpg;https://m.media-amazon.com/images/I/616fOw3fHqL.jpg;https://m.media-amazon.com/images/I/61XGf5deupL.jpg;https://m.media-amazon.com/images/I/61nSM+k0pRL.jpg","五木食品 2コナポリタン 318g×6個(電子レンジ調理可能)(常温保存商品)","","13220","14981","33 %","11","31","72","144","","4","404","1,569","1,563","-8 %","Amazon","yes","1,691","1,563","1,577","-8 %","","0 %","0","0","1,562","1,606","-8 %","1,221","1,495","","-","","4,150","","-","1,566","1,632","0 %","1","1","0 %","https://www.amazon.co.jp/dp/B00L4RUJP4?psc=1","https://keepa.com/#!product/5-B00L4RUJP4","食品・飲料・お酒","パスタ","食品・飲料・お酒 › 麺類・パスタ › パスタ","B00L4RUJP4","4901726012499","五木食品","五木食品","6","6","","26.7","18.7","12.1","2050","6","","","","145","yes","","","100 %","100 %","100 %","95 %","100 %","100 %","100 %","95 %","1","1","1","1","57","45","63","4","4","10"
"https://m.media-amazon.com/images/I/71mMtQx6joL.jpg;https://m.media-amazon.com/images/I/615tcn6cLjL.jpg;https://m.media-amazon.com/images/I/617VJHV9t9L.jpg;https://m.media-amazon.com/images/I/61nid5-dopL.jpg;https://m.media-amazon.com/images/I/61mn2zTbvjL.jpg","五木食品 熊本もっこすラーメン 123g×10個","","13952","13214","69 %","19","50","94","254","100","4.3","882","1,614","1,570","-25 %","Amazon","yes","2,009","1,613","1,616","-25 %","1000","0 %","0","0","1,564","1,556","-28 %","","1,583","","-","1,589","1,577","","-","1,860","1,946","0 %","11","9","91 %","https://www.amazon.co.jp/dp/B007JQBS7C","https://keepa.com/#!product/5-B007JQBS7C","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B007JQBS7C","4901726003176","五木食品","五木食品","10","10","","24.3","17.1","6.4","1330","10","24.5","8.3","15","1230","yes","","","58 %","65 %","44 %","53 %","58 %","65 %","44 %","53 %","8","8","10","12","90","67","53","5","9","15"
"https://m.media-amazon.com/images/I/61cmRrfzPeL.jpg;https://m.media-amazon.com/images/I/51ehvBkDI1L.jpg;https://m.media-amazon.com/images/I/61RapHPwjSL.jpg;https://m.media-amazon.com/images/I/51TaGgdIYrL.jpg","五木食品 くまモンの熊本ラーメン 176g×10個","","14902","14680","19 %","19","47","94","184","200","4.3","318","1,888","1,737","-29 %","Amazon","yes","2,246","1,737","1,737","-29 %","1000","0 %","0","0","1,737","1,733","-29 %","","1,732","","-","2,618","2,571","9 %","ジャパネットKN【適格請求書発行事業者】 (86%) / A3IRAE6MWRQR5Y","2,080","2,175","0 %","3","3","0 %","https://www.amazon.co.jp/dp/B00L4RUJTU","https://keepa.com/#!product/5-B00L4RUJTU","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B00L4RUJTU","4901726012116","五木食品","五木食品","10","10","","23","15.4","9","1880","10","8.1","25.8","21.4","1860","yes","","","100 %","100 %","100 %","100 %","100 %","100 %","100 %","100 %","1","1","1","2","275","191","153","4","4","49"
"https://m.media-amazon.com/images/I/71c0EmyezcL.jpg;https://m.media-amazon.com/images/I/61Mgu9DqqZL.jpg;https://m.media-amazon.com/images/I/61qqeF3uNuL.jpg;https://m.media-amazon.com/images/I/611Uvn5HGKL.jpg;https://m.media-amazon.com/images/I/61-7kNiCzxL.jpg;https://m.media-amazon.com/images/I/61jdzPml2wL.jpg","五木食品 ナポリ風スパゲティ 200g×6袋(電子レンジ調理可能)(常温保存商品)","","15694","21524","18 %","17","46","95","194","100","4.1","371","954","899","-37 %","Amazon","yes","1,228","930","973","-32 %","1000","0 %","0","0","896","927","-37 %","","573","","-","1,088","1,092","","-","","","","6","5","83 %","https://www.amazon.co.jp/dp/B00CY5M7LO","https://keepa.com/#!product/5-B00CY5M7LO","食品・飲料・お酒","パスタ","食品・飲料・お酒 › 麺類・パスタ › パスタ","B00CY5M7LO","4901726005040","五木食品","五木食品","6","6","","24.5","15","5.5","1250","6","7.2","24.2","17","","yes","","","78 %","75 %","63 %","64 %","78 %","75 %","63 %","64 %","6","6","7","7","188","152","219","71","65","78"
"https://m.media-amazon.com/images/I/71HoB6teSKL.jpg;https://m.media-amazon.com/images/I/615dBt-60fL.jpg;https://m.media-amazon.com/images/I/61pYxf4s-sL.jpg;https://m.media-amazon.com/images/I/61CEL0CqdnL.jpg","五木食品 業務用中華麺 500g×2個","","16071","18807","40 %","13","41","87","170","50","4","250","1,024","1,028","0 %","Amazon","yes","1,031","1,028","1,053","0 %","1000","9 %","1","1","1,028","1,053","0 %","","1,105","","-","","","","-","","","","1","1","0 %","https://www.amazon.co.jp/dp/B0BTY9TJS4?psc=1","https://keepa.com/#!product/5-B0BTY9TJS4","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B0BTY9TJS4","2302060000111","五木食品","五木食品","2","2","2023-03-01","21.5","21.4","3.2","1020","2","","","","500","yes","","","76 %","92 %","96 %","98 %","76 %","92 %","96 %","98 %","1","1","1","1","29","19","50","12","9","13"
"https://m.media-amazon.com/images/I/61OYAVC3r4L.jpg;https://m.media-amazon.com/images/I/618HsGLka8L.jpg;https://m.media-amazon.com/images/I/61vOCt9AcFL.jpg;https://m.media-amazon.com/images/I/61544cIKiNL.jpg;https://m.media-amazon.com/images/I/61-BN0CdI5L.jpg","五木食品 業務用中華麺 500g","","16259","18869","41 %","13","43","95","172","","4","250","741","719","-51 %","Amazon","yes","1,088","786","855","-38 %","1000","0 %","0","0","716","593","-52 %","","951","","-","728","900","-66 %","ちむぐくる（リサイクル段ボール利用で安価販売） (79%) / A2D9USOWENKI27","","","","3","3","33 %","https://www.amazon.co.jp/dp/B006ZSKYXY?psc=1","https://keepa.com/#!product/5-B006ZSKYXY","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B006ZSKYXY","4901726002438","五木食品","五木食品","1","1","","22.2","11","3.1","500","1","","","","500","yes","","","36 %","29 %","50 %","75 %","64 %","71 %","50 %","75 %","2","2","2","2","139","123","172","59","71","71"
"https://m.media-amazon.com/images/I/71WcP5HbiGL.jpg;https://m.media-amazon.com/images/I/61bhl6kSstL.jpg;https://m.media-amazon.com/images/I/51TYXuKmzzL.jpg;https://m.media-amazon.com/images/I/610C9vPyDmL.jpg","五木食品 中華めん 250g×5袋","","17151","16340","-7 %","11","36","78","156","100","4.2","264","1,010","1,002","0 %","ワールドファクトリー (89%) / A2WGUAQ33DDVJ3","no","1,113","1,169","1,116","5 %","11","8 %","1","1","1,001","1,003","0 %","996","1,039","","-","998","1,001","0 %","ワールドファクトリー (89%) / A2WGUAQ33DDVJ3; プレミアコンタクト_インボイス対応 (59%) / A1R6WV6NFQNZUO","1,085","1,144","0 %","7","5","43 %","https://www.amazon.co.jp/dp/B079TCT3WW","https://keepa.com/#!product/5-B079TCT3WW","食品・飲料・お酒","麺類・パスタ","食品・飲料・お酒 › 麺類・パスタ","B079TCT3WW","4901726014363","五木食品","五木食品","5","5","2018-03-01","33","21","2","1300","5","","","","1250","no","","","8 %","3 %","2 %","28 %","29 %","36 %","41 %","32 %","7","8","8","8","41","25","44","14","46","22"
"https://m.media-amazon.com/images/I/618st+JmB4L.jpg;https://m.media-amazon.com/images/I/61hFN2+-wxL.jpg;https://m.media-amazon.com/images/I/61EZgMk72IL.jpg;https://m.media-amazon.com/images/I/71evHjElKzL.jpg","五木食品 3食入スープ付うどん 564g ×12個(電子レンジ調理可能)(常温保存商品)","","18074","28876","39 %","10","30","63","141","","4.1","118","3,469","3,679","10 %","Amazon","yes","3,321","3,679","3,597","10 %","","9 %","1","1","3,994","3,755","17 %","","3,448","","-","7,490","7,424","","-","3,480","3,599","0 %","2","2","0 %","https://www.amazon.co.jp/dp/B07X1S4RMX?psc=1","https://keepa.com/#!product/5-B07X1S4RMX","食品・飲料・お酒","うどん","食品・飲料・お酒 › 麺類・パスタ › うどん","B07X1S4RMX","4901726060261","五木食品","五木食品","12","12","","38","25.6","16.2","7480","1","","","","6768","no","","","76 %","92 %","84 %","83 %","76 %","92 %","84 %","83 %","1","1","2","2","235","178","218","54","53","41"
"https://m.media-amazon.com/images/I/71+8SsDSX9L.jpg;https://m.media-amazon.com/images/I/61CfegW6VcL.jpg;https://m.media-amazon.com/images/I/61zfWmiPEJL.jpg;https://m.media-amazon.com/images/I/61ttLed+SWL.jpg","五木食品 3食入スープ付うどん 564g×6個(電子レンジ調理可能)(常温保存商品)","","18399","29270","41 %","13","44","96","175","100","4.2","119","1,739","1,809","8 %","Amazon","yes","1,661","1,809","1,791","8 %","11","9 %","1","10","1,985","1,958","16 %","","1,806","","-","3,848","3,348","","-","1,740","1,821","0 %","2","2","0 %","https://www.amazon.co.jp/dp/B09WMP2C49?psc=1","https://keepa.com/#!product/5-B09WMP2C49","食品・飲料・お酒","うどん","食品・飲料・お酒 › 麺類・パスタ › うどん","B09WMP2C49","2203250000310","五木食品","五木食品","6","6","2022-04-01","38.9","24.1","12","3600","6","","","","","yes","","","100 %","91 %","94 %","80 %","100 %","91 %","94 %","80 %","1","1","1","1","104","100","116","34","30","60"
"https://m.media-amazon.com/images/I/615tcn6cLjL.jpg;https://m.media-amazon.com/images/I/61nid5-dopL.jpg;https://m.media-amazon.com/images/I/61mn2zTbvjL.jpg;https://m.media-amazon.com/images/I/61XjzAHLPgL.jpg;https://m.media-amazon.com/images/I/61Y3K3GUEJL.jpg;https://m.media-amazon.com/images/I/71yH1YeyUpL.jpg","五木食品 熊本もっこすラーメン 123g×20袋","","21414","22316","55 %","15","41","79","157","100","4.3","556","2,772","2,762","-7 %","Amazon","yes","2,962","2,762","2,860","-7 %","1000","0 %","0","0","2,740","2,787","-7 %","","2,583","","-","2,784","2,848","-5 %","ワールドファクトリー (89%) / A2WGUAQ33DDVJ3","3,720","3,720","0 %","11","10","73 %","https://www.amazon.co.jp/dp/B01987YMCM","https://keepa.com/#!product/5-B01987YMCM","食品・飲料・お酒","ラーメン","食品・飲料・お酒 › 麺類・パスタ › ラーメン","B01987YMCM","4901726003176, 4901726008270","五木食品","五木食品","20","20","","35.7","26.1","8.4","3041","1","35.3","25.6","7.5","123","yes","","","100 %","99 %","79 %","57 %","100 %","99 %","79 %","57 %","1","2","3","7","54","32","115","4","4","20"
